MOLD_TEMP;FILL_TIME;PLAST_TIME;CYCLE_TIME;CLOSING_FORCE;CLAMP_FORCE_PEAK;TORQUE_PEAK_VAL;TORQUE_MEAN_VAL;BACK_PRESS_PEAK_VAL;INJECT_PRESS_PEAK_VAL;SCREW_HOLD_POS;SHOT_VOLUME;QUALITY_INDEX
125.86;10.8;4.94;115.99;1408.02;1437.78;181.66;166.01;225.68;1441.04;13.78;28.95;0.188
126.05;10.8;5.04;115.96;1408.02;1435.61;177.48;161.51;225.53;1427.86;13.66;29.06;0.251
126.28;10.64;5.02;115.96;1404.92;1433.91;190.03;161.98;225.22;1404.3;13.73;29;0.1925
126.1;10.8;4.94;115.97;1368.65;1394.07;182.13;163.84;226.15;1418.25;13.62;29.11;0.305
125.87;10.8;4.96;115.99;1410.97;1435.3;178.87;163.99;228.01;1416.55;13.66;29.08;0.3455
126.4;10.8;4.94;115.99;1368.34;1395.16;178.41;160.58;225.37;1436.23;13.69;29.05;0.2105
125.61;10.8;4.85;115.96;1427.55;1455.92;179.34;166.78;226.61;1420.89;13.76;28.97;0.332
126.05;10.8;4.98;115.94;1408.64;1437.78;190.96;163.22;226.61;1420.73;13.7;29.03;0.3185
125.81;10.8;4.93;115.97;1410.04;1435.3;181.66;167.09;226.3;1419.96;13.69;29.05;0.3275
125.95;10.8;4.94;115.99;1408.64;1437.78;194.06;166.32;227.23;1419.65;13.61;29.12;0.287
126.08;10.8;5.08;115.97;1412.98;1436.08;180.73;159.34;225.99;1402.13;13.58;29.16;0.35
125.24;10.8;5.07;115.96;1389.58;1416.08;185.85;163.53;226.15;1412.52;13.67;29.06;0.3005
125.92;10.8;5.01;115.99;1416.39;1439.33;178.87;160.89;225.99;1419.65;13.67;29.05;0.341
126.27;10.64;5.02;115.96;1416.7;1446.77;178.87;160.12;226.77;1418.41;13.62;29.11;0.3185
126.1;10.8;5.15;115.97;1421.2;1451.89;176.55;160.43;225.68;1402.6;13.66;29.08;0.3455
126.06;10.64;5.04;115.94;1419.03;1447.24;187.71;159.5;225.68;1408.8;13.67;29.06;0.3365
126.04;10.64;5.04;115.92;1416.08;1441.5;187.71;160.89;225.53;1404.15;13.67;29.06;0.3275
125.75;10.8;5.01;115.99;1412.05;1437.32;179.34;159.34;226.3;1419.65;13.66;29.06;0.341
126;10.8;4.94;115.97;1411.28;1441.35;177.48;162.75;227.23;1422.44;13.72;29.02;0.3365
125.48;10.8;4.84;115.96;1427.55;1452.35;194.06;172.05;225.53;1419.18;13.73;29;0.341
126.07;10.8;4.93;115.97;1413.76;1434.99;189.1;163.06;226.77;1416.24;13.69;29.05;0.323
125.79;9.59;5.08;117.38;1385.55;1417.01;177.94;166.32;227.39;1400.58;13.62;29.11;0.188
126.14;10.8;4.99;116.02;1416.39;1439.8;184.45;162.75;227.54;1407.4;13.69;29.05;0.341
125.84;10.8;4.94;115.99;1415.46;1436.39;184.45;165.23;225.68;1421.35;13.69;29.05;0.3365
126.03;10.8;5.12;115.96;1411.59;1439.49;178.41;159.03;225.68;1401.36;13.61;29.11;0.35
125.14;10.8;5.22;115.96;1418.72;1444.14;180.73;162.13;228.01;1409.26;13.69;29.03;0.332
126.06;10.8;5.04;115.97;1410.35;1438.4;189.57;163.06;226.92;1404.92;13.64;29.09;0.35
125.94;10.8;5.12;115.96;1418.1;1441.04;170.97;156.24;227.08;1395.47;13.64;29.09;0.341
126.05;10.8;5.02;115.96;1414.69;1437.01;190.5;161.2;226.3;1430.19;13.62;29.11;0.152
126.13;10.8;4.99;115.97;1373.15;1396.86;181.66;159.03;228.01;1418.87;13.66;29.06;0.296
126.21;10.8;5.04;115.96;1412.98;1435.3;173.76;161.2;225.84;1407.56;13.72;29.02;0.3455
126.09;10.8;5.05;115.96;1408.02;1435.3;178.87;161.51;225.99;1409.42;13.66;29.08;0.35
126.23;11.04;5.04;115.96;1410.97;1438.09;172.83;160.43;225.22;1407.56;13.66;29.08;0.332
125.54;10.8;4.9;115.97;1425.23;1452.35;184.92;168.8;225.53;1426.93;13.78;28.94;0.3455
126.16;11.2;5.05;115.96;1412.98;1436.08;178.41;162.91;226.92;1421.35;13.66;29.08;0.3455
125.89;10.8;4.96;115.96;1408.64;1436.08;176.08;161.98;227.39;1428.02;13.73;29;0.314
125.45;10.8;4.85;115.97;1424.92;1450.65;194.53;171.12;227.54;1428.95;13.8;28.94;0.3455
126.02;11.04;4.99;115.96;1365.71;1390.04;173.76;160.89;227.08;1402.29;13.66;29.08;0.3275
125.74;12.17;4.79;115.96;1425.23;1450.18;194.06;171.74;227.7;1426.31;13.75;28.99;0.35
125.82;12.17;4.81;115.96;1425.54;1456.07;197.78;170.35;225.53;1429.88;13.8;28.94;0.35
126.03;10.64;4.96;115.94;1411.59;1435.61;184.92;164.3;229.87;1412.52;13.75;28.99;0.3005
125.92;10.8;4.9;115.96;1410.97;1436.39;179.34;162.29;225.53;1430.19;13.72;29.02;0.287
126.22;11.04;4.9;115.96;1370.36;1396.09;182.59;161.05;225.84;1419.49;13.69;29.05;0.2825
126.05;10.8;4.99;115.96;1415.31;1438.71;185.38;162.13;225.06;1422.9;13.67;29.06;0.3455
126.14;10.8;5.12;115.96;1414.07;1437.63;182.59;160.27;230.49;1402.44;13.64;29.08;0.341
126.06;10.88;4.96;115.97;1414.07;1441.04;179.34;163.37;227.54;1422.75;13.7;29.03;0.35
126.08;10.8;5.07;115.94;1409.57;1436.08;183.99;157.64;225.84;1426.31;13.58;29.16;0.269
125.2;10.8;5.33;115.96;1435.77;1462.43;181.2;150.82;226.15;1381.83;13.56;29.17;0.26
126.26;10.8;5.01;115.99;1416.39;1440.42;181.66;163.53;226.92;1404.46;13.62;29.09;0.3455
125.76;10.8;4.87;115.97;1407.56;1432.67;180.73;165.54;225.53;1437.47;13.75;28.99;0.2375
126.04;10.8;5.01;115.96;1411.74;1434.99;185.38;161.82;225.84;1414.84;13.72;29.02;0.3365
126.04;10.64;4.99;115.91;1424.61;1452.66;180.73;162.44;227.54;1398.72;13.64;29.09;0.278
126.14;10.8;4.98;115.94;1416.39;1441.35;174.22;161.67;226.15;1427.4;13.69;29.03;0.332
126.1;10.8;5.04;115.96;1413.29;1437.63;181.66;161.82;228.16;1413.29;13.66;29.08;0.35
125.44;10.8;4.94;115.96;1402.91;1427.55;180.27;163.68;225.84;1415.46;13.69;29.03;0.3095
125.41;10.64;5.08;115.96;1391.44;1417.32;173.76;159.5;225.99;1410.97;13.64;29.09;0.3005
126.27;10.8;4.98;115.96;1410.66;1436.7;176.08;160.27;225.37;1401.82;13.67;29.06;0.296
126.01;10.8;4.96;115.94;1416.7;1442.43;182.13;164.3;225.68;1411.12;13.66;29.06;0.3455
125.71;10.64;4.85;115.99;1428.64;1451.89;198.25;178.1;227.08;1435.46;13.76;28.95;0.3185
126.08;10.8;5.04;115.97;1411.28;1439.02;180.27;161.2;227.85;1412.52;13.62;29.11;0.35
125.54;10.8;5.04;115.97;1394.07;1420.42;184.92;162.13;226.92;1411.43;13.69;29.05;0.2735
125.58;11.04;4.9;115.96;1408.33;1428.64;199.18;170.81;226.61;1429.41;13.76;28.97;0.323
126.21;10.8;4.99;115.94;1361.52;1389.73;177.01;163.53;226.61;1422.13;13.59;29.12;0.2915
125.16;10.8;4.96;115.97;1421.2;1445.84;190.5;174.07;226.3;1428.48;13.72;29.02;0.3185
126.16;10.8;5.07;115.94;1411.59;1436.39;179.8;161.05;226.92;1420.11;13.62;29.11;0.35
125.44;10.64;4.99;115.94;1425.85;1452.2;180.73;167.4;225.84;1442.43;13.8;28.94;0.278
125.34;10.8;5.01;115.96;1396.4;1419.03;180.73;161.36;226.92;1423.83;13.61;29.11;0.3275
126.02;10.8;5.02;115.96;1412.67;1436.39;188.64;165.23;226.3;1415.93;13.67;29.05;0.3455
125.64;11.2;4.9;115.96;1422.44;1455.61;188.17;172.52;225.22;1427.55;13.8;28.94;0.3455
125.92;10.8;4.94;115.94;1410.04;1431.89;186.78;165.7;225.53;1418.87;13.67;29.06;0.3365
125.39;10.64;4.85;115.96;1426.62;1453.59;186.31;168.95;226.46;1424.14;13.75;28.99;0.323
125.46;10.8;5.01;115.96;1395.16;1418.72;186.31;163.53;226.15;1413.6;13.67;29.05;0.287
126.09;10.64;4.91;115.96;1423.21;1448.94;183.99;163.53;227.08;1411.74;13.73;29;0.3275
126.14;10.8;5.02;115.96;1408.64;1432.98;192.36;165.39;226.15;1410.81;13.64;29.09;0.332
125.46;10.64;4.87;115.96;1427.55;1454.99;190.5;171.59;231.26;1429.72;13.69;29.03;0.2915
126.14;10.8;5.08;115.99;1425.23;1454.37;174.69;158.72;226.15;1397.64;13.53;29.2;0.314
126.08;10.8;4.94;115.97;1409.88;1432.36;190.5;163.37;225.22;1423.83;13.67;29.06;0.3095
125.37;10.8;5.1;115.97;1390.97;1415.77;176.55;158.26;227.85;1419.49;13.67;29.06;0.3095
126;10.8;5.12;115.96;1420.89;1452.97;177.94;159.5;225.84;1399.34;13.66;29.08;0.35
125.87;10.64;4.94;115.94;1407.25;1432.05;185.38;164.61;226.15;1421.82;13.69;29.03;0.179
126.16;10.8;5.04;115.99;1429.57;1457.31;175.15;161.2;227.39;1414.22;13.66;29.06;0.3185
126.14;10.8;5.01;115.96;1425.54;1451.89;179.34;161.36;225.37;1413.6;13.69;29.05;0.3365
126.15;10.64;4.96;115.99;1415.77;1441.5;184.45;162.29;225.99;1422.44;13.66;29.08;0.2375
126.23;10.8;5.02;115.96;1414.07;1435.77;182.13;162.29;226.77;1415.93;13.66;29.08;0.3365
126.1;10.88;5.02;115.96;1413.6;1436.08;184.45;163.06;226.3;1410.35;13.66;29.08;0.35
125.99;10.64;4.91;115.94;1411.74;1434.37;177.94;161.51;226.77;1411.43;13.73;29;0.3365
126.07;10.64;5.01;115.94;1409.57;1438.09;179.34;160.89;225.68;1412.36;13.69;29.05;0.233
126.16;10.64;5.1;115.97;1412.98;1435.3;181.66;158.26;225.22;1399.65;13.64;29.09;0.323
125.79;11.36;4.77;115.96;1424.92;1451.58;188.64;171.28;226.61;1452.97;13.93;28.78;0.332
126.07;10.8;5.1;115.97;1407.87;1436.08;184.45;159.96;226.92;1403.22;13.62;29.09;0.341
125.48;10.8;4.94;115.96;1396.71;1419.49;183.99;164.15;225.06;1425.69;13.78;28.94;0.224
126.16;10.8;4.98;115.97;1414.38;1439.33;181.2;162.29;225.68;1419.18;13.67;29.06;0.35
125.24;10.72;4.94;115.96;1419.49;1447.24;188.64;166.32;226.46;1420.58;13.75;28.99;0.314
126;10.8;4.94;115.96;1421.2;1448.17;185.85;161.82;225.84;1417.17;13.7;29.02;0.35
125.29;10.8;4.94;115.99;1422.75;1448.48;193.29;171.28;227.23;1423.99;13.72;29.02;0.341
126.15;10.64;5.04;115.96;1413.6;1440.73;180.27;161.2;225.68;1410.66;13.64;29.09;0.296
125.79;12.17;4.91;115.99;1422.75;1451.58;188.17;165.7;226.15;1419.18;13.76;28.97;0.341
126.19;10.64;5.05;115.96;1417.01;1441.5;185.38;160.43;226.15;1397.02;13.64;29.09;0.3455
126.17;10.8;5.07;115.99;1415.46;1438.09;173.76;160.12;227.39;1397.79;13.59;29.14;0.35
125.94;10.64;5.05;115.96;1416.39;1442.43;180.73;160.43;227.08;1413.45;13.66;29.08;0.3365
126.29;10.8;5.1;115.94;1412.67;1437.63;171.9;157.02;227.23;1415.62;13.66;29.08;0.242
126.17;10.8;5.02;115.94;1409.88;1435.61;177.48;161.67;227.23;1413.76;13.58;29.16;0.332
126.17;10.64;5.05;115.96;1410.66;1434.37;176.55;158.72;229.09;1406.32;13.67;29.06;0.3005
125.07;10.64;5.15;115.96;1418.41;1444.14;186.31;165.23;226.92;1392.99;13.7;29.03;0.2375
126.11;10.8;4.99;115.96;1416.7;1443.05;182.59;164.3;227.39;1406.16;13.59;29.14;0.314
126.07;10.8;4.91;115.94;1414.07;1436.7;179.34;164.92;226.46;1418.56;13.73;29;0.3455
126.07;11.04;5.01;115.94;1415.77;1437.78;190.03;163.06;226.3;1412.21;13.69;29.05;0.341
126.15;11.04;4.94;115.96;1370.36;1396.09;175.15;161.2;227.23;1421.2;13.62;29.11;0.287
125.6;10.64;4.87;115.99;1428.17;1455.3;186.31;171.28;230.02;1421.66;13.75;28.99;0.3365
125.39;10.8;5.01;115.97;1392.99;1416.08;181.2;162.91;225.53;1402.91;13.66;29.06;0.341
125.39;10.64;4.82;115.96;1427.24;1455.61;187.71;168.95;226.92;1414.53;13.75;28.99;0.332
125.95;10.8;5.07;115.97;1413.76;1437.32;169.11;159.19;224.91;1409.73;13.64;29.09;0.3455
125.59;9.75;5.22;117.44;1383.22;1420.42;186.78;165.54;226.92;1376.25;13.61;29.11;0.2375
125.59;10.8;4.9;115.99;1405.85;1430.19;180.27;162.29;227.7;1424.45;13.73;28.99;0.2735
125.83;12.17;4.84;115.97;1423.21;1452.35;183.99;170.35;225.84;1442.74;13.87;28.86;0.3365
126.04;10.8;5.04;115.96;1406.63;1434.99;177.01;159.96;225.99;1402.91;13.62;29.09;0.3365
126.16;10.8;5.04;115.97;1410.66;1438.4;172.83;160.43;228.16;1403.06;13.61;29.11;0.35
125.12;10.8;5.1;115.97;1422.9;1448.63;180.27;164.15;226.77;1389.58;13.66;29.06;0.3275
126.12;10.64;4.99;115.92;1423.21;1449.25;177.94;158.72;226.77;1415.62;13.69;29.05;0.323
126.01;10.8;4.93;115.96;1412.67;1438.71;183.52;164.46;225.37;1437.01;13.76;28.97;0.2195
125.43;10.64;4.99;115.94;1393.76;1423.21;182.59;163.37;225.84;1423.37;13.72;29;0.152
126.09;10.8;4.93;115.99;1374.85;1400.43;178.87;160.12;227.23;1433.91;13.76;28.97;0.134
125.74;12.17;4.87;115.94;1427.24;1453.28;184.92;169.88;226.77;1419.49;13.78;28.95;0.35
126.09;10.8;5.1;115.97;1426.62;1455.61;180.27;159.65;226.61;1404.3;13.67;29.06;0.341
126.2;10.8;5.08;115.99;1408.33;1434.06;173.29;159.96;226.92;1409.11;13.64;29.08;0.314
126.24;10.8;4.94;115.96;1367.26;1395;178.41;162.13;225.37;1443.05;13.76;28.95;0.2735
126.22;10.8;4.99;115.96;1373.77;1401.2;187.71;164.92;227.39;1415.31;13.66;29.06;0.2645
126.12;10.8;4.99;115.97;1420.73;1448.48;181.66;163.37;225.68;1419.03;13.73;29;0.341
126.22;10.8;4.96;115.99;1413.76;1440.42;182.59;164.15;226.92;1417.17;13.75;28.97;0.35
126.02;10.8;5.04;115.96;1372.06;1398.41;178.87;159.96;227.7;1417.63;13.61;29.11;0.3005
126.11;10.8;4.9;115.99;1406.32;1433.29;187.24;164.46;225.06;1425.69;13.7;29.03;0.1925
126.02;11.04;4.94;115.96;1421.2;1453.9;176.55;162.13;225.37;1409.42;13.69;29.05;0.3365
125.77;12.33;4.87;115.96;1427.24;1452.97;197.32;168.49;228.63;1411.59;13.76;28.97;0.3455
125.22;10.8;5.18;115.96;1442.43;1466.15;173.76;155.93;227.7;1415.93;13.62;29.11;0.323
126.15;10.8;5.04;115.97;1415.77;1439.8;183.06;161.51;226.92;1411.74;13.62;29.11;0.35
125.35;10.64;4.9;115.99;1423.83;1452.97;193.29;170.5;225.84;1411.43;13.7;29.02;0.26
126.13;10.8;5.05;115.97;1410.66;1439.49;179.8;160.27;226.92;1408.64;13.59;29.14;0.35
126.13;10.8;4.91;115.97;1365.55;1392.68;187.24;165.08;226.46;1442.28;13.84;28.89;0.161
125.95;10.64;4.96;115.94;1414.38;1437.63;180.73;164.46;226.3;1420.89;13.73;29;0.3185
126.2;10.64;4.9;115.96;1415.31;1440.42;185.85;163.84;225.37;1424.45;13.7;29.03;0.2195
125.99;11.04;4.93;115.94;1376.09;1402.13;188.17;164.46;225.53;1426.47;13.61;29.11;0.2375
125.31;10.8;4.91;115.96;1420.89;1446.15;193.29;170.5;226.46;1418.1;13.76;28.97;0.3455
126.04;10.8;5.01;115.96;1415.77;1440.11;182.13;166.63;226.15;1415.15;13.64;29.09;0.332
126.29;10.8;4.96;115.97;1364.62;1390.04;176.55;162.29;226.77;1419.49;13.64;29.08;0.269
125.99;10.88;4.9;115.96;1405.85;1436.08;181.2;162.91;225.22;1426.78;13.69;29.05;0.2915
126.11;10.8;5.07;115.97;1416.08;1440.11;175.15;159.81;225.68;1407.09;13.7;29.03;0.35
124.92;10.8;5.43;115.97;1423.52;1446.93;177.01;154.23;225.84;1379.5;13.55;29.19;0.296
125.45;10.8;4.87;115.96;1423.21;1451.58;195.92;170.04;226.92;1415.15;13.76;28.97;0.341
126;10.8;5.01;115.96;1406.32;1434.68;180.73;160.43;226.61;1421.04;13.66;29.06;0.341
126.07;10.8;5.01;115.96;1420.42;1447.86;173.29;159.96;226.46;1427.55;13.67;29.06;0.3275
126.12;10.8;4.96;115.97;1414.69;1434.37;178.87;162.29;228.78;1425.23;13.73;29;0.332
126.14;10.64;4.94;115.96;1411.28;1438.09;178.41;161.98;227.23;1416.08;13.7;29.03;0.341
126.17;10.8;4.87;115.94;1369.43;1396.09;196.85;166.47;225.99;1442.28;13.8;28.94;0.215
126.25;10.8;5.02;115.94;1408.33;1433.91;177.94;163.53;225.53;1421.04;13.66;29.06;0.314
125.78;10.8;4.91;115.97;1415.31;1434.37;186.31;165.08;225.53;1427.4;13.72;29;0.3365
125.99;10.64;4.96;115.97;1417.01;1440.11;180.27;160.43;225.84;1415.15;13.69;29.05;0.314
126.06;10.8;5.04;115.96;1411.74;1432.98;176.55;160.74;228.16;1402.75;13.56;29.16;0.332
125.44;10.64;4.87;115.96;1426.62;1454.99;188.64;172.05;226.46;1416.39;13.78;28.95;0.3365
125.22;10.8;5.08;115.97;1419.18;1446.93;177.48;162.75;225.53;1403.99;13.69;29.05;0.3365
125.47;10.64;4.85;115.97;1426.16;1450.18;190.5;170.35;225.84;1428.64;13.73;29;0.305
125.95;10.8;4.96;115.96;1411.59;1437.78;186.31;163.53;225.68;1418.1;13.69;29.05;0.341
126.07;11.04;4.98;115.94;1415;1437.32;181.66;165.08;225.37;1411.43;13.66;29.08;0.332
126.15;10.8;4.96;115.96;1369.74;1394.38;194.53;164.61;226.3;1416.86;13.66;29.08;0.2105
122.65;12.33;4.9;115.96;1413.29;1439.33;191.43;170.66;227.54;1405.54;13.7;29.03;0.1835
126.14;10.8;4.99;115.96;1363.69;1389.27;182.59;161.36;225.53;1409.73;13.61;29.12;0.332
125.92;10.8;4.99;115.97;1408.02;1431.89;194.06;163.99;226.61;1412.36;13.66;29.08;0.323
126.04;10.8;4.93;115.96;1409.88;1437.32;183.06;164.92;226.92;1417.01;13.69;29.05;0.3365
125.8;10.8;4.96;115.94;1413.6;1442.43;180.27;164.61;228.32;1415.93;13.56;29.17;0.3005
125.82;10.8;4.91;115.96;1409.88;1436.7;187.71;164.61;225.22;1426.93;13.72;29.02;0.3365
126.01;10.8;4.96;115.97;1412.98;1438.09;181.2;162.13;226.3;1409.57;13.67;29.06;0.35
126.17;10.8;4.98;115.96;1417.48;1441.5;181.66;163.53;226.77;1416.08;13.64;29.09;0.35
126.08;10.8;5.08;115.99;1413.6;1438.4;178.87;158.88;226.3;1412.36;13.59;29.12;0.3455
125.42;10.64;4.87;115.96;1428.64;1454.21;191.43;170.81;225.99;1409.88;13.78;28.95;0.332
126.16;10.8;5.1;115.99;1427.55;1454.68;177.01;155.62;225.68;1405.7;13.55;29.19;0.323
126.1;10.8;4.94;115.96;1415.46;1440.42;180.73;162.6;225.68;1428.95;13.67;29.06;0.3005
125.54;10.64;4.82;115.97;1425.85;1454.21;186.78;172.36;227.39;1422.44;13.76;28.95;0.341
125.51;10.64;4.87;115.94;1426.62;1452.97;182.59;168.8;225.68;1420.58;13.69;29.05;0.3275
126.14;10.8;5.07;115.96;1424.14;1451.27;178.41;161.36;225.37;1408.49;13.66;29.06;0.3455
126.08;10.8;4.99;115.96;1416.08;1439.33;178.41;165.08;226.77;1414.38;13.7;29.02;0.332
126.17;10.8;4.96;115.94;1416.7;1439.49;175.62;160.12;226.61;1413.45;13.72;29.02;0.35
126.01;10.8;5.02;115.96;1408.33;1435.77;180.73;159.65;226.46;1408.33;13.62;29.09;0.3275
126.22;10.64;5.18;115.94;1407.25;1434.37;178.87;157.48;227.23;1381.83;13.59;29.14;0.278
126.16;11.04;4.96;115.94;1408.02;1434.99;185.85;163.53;225.53;1418.1;13.72;29.02;0.332
126.08;10.8;5.04;115.96;1409.88;1441.04;193.6;162.91;226.77;1415;13.67;29.05;0.332
126.13;10.8;5.08;115.96;1419.8;1448.63;182.59;158.41;228.01;1400.12;13.56;29.17;0.341
125.3;10.8;5.38;115.94;1438.71;1462.74;183.99;153.76;229.4;1378.57;13.53;29.2;0.3095
126.06;10.64;5.07;115.97;1412.05;1438.4;176.08;158.41;228.01;1395;13.62;29.11;0.3365
126.05;10.8;4.96;115.96;1420.89;1446.77;181.66;164.3;226.77;1414.53;13.62;29.11;0.341
125.9;10.8;5.01;115.94;1405.54;1435.77;178.87;162.44;226.3;1415.93;13.62;29.11;0.3365
125.97;10.8;4.88;115.94;1417.01;1438.09;179.8;166.78;226.61;1428.64;13.66;29.08;0.296
125.7;12.17;4.77;115.96;1422.13;1452.35;201.97;173.29;225.06;1461.65;13.92;28.81;0.323
126.09;10.8;5.07;115.96;1427.86;1453.28;174.69;157.79;225.84;1406.78;13.64;29.09;0.323
125.67;12.17;4.91;115.96;1423.21;1452.97;183.52;168.95;225.22;1413.76;13.72;29;0.3455
126.12;10.8;5.01;115.96;1407.25;1434.99;186.31;161.82;226.46;1415.93;13.62;29.09;0.35
126.14;10.8;4.98;115.96;1413.76;1440.11;183.99;163.37;228.47;1414.22;13.7;29.03;0.35
126.06;10.8;5.1;115.96;1409.88;1434.06;185.38;160.58;225.68;1402.44;13.66;29.08;0.341
125.92;10.8;4.96;115.96;1424.45;1450.65;176.55;162.44;226.61;1427.24;13.67;29.06;0.341
126.17;10.8;5.02;115.96;1410.97;1432.98;179.8;161.51;225.99;1412.36;13.66;29.06;0.3365
126.06;10.8;4.99;115.94;1412.05;1434.37;178.87;164.46;226.3;1417.79;13.73;29;0.35
125.97;10.8;5.07;115.94;1410.04;1437.78;180.27;160.27;227.54;1403.68;13.59;29.14;0.35
126.18;10.8;5.01;115.96;1365.24;1389.58;175.62;161.98;227.7;1418.56;13.67;29.06;0.3365
126.11;10.8;5.05;115.96;1410.66;1434.06;181.2;160.58;226.15;1422.59;13.62;29.11;0.341
125.2;10.8;5.02;115.96;1422.75;1446.15;181.2;168.18;226.15;1410.19;13.7;29.03;0.3185
125.95;10.8;4.96;115.96;1414.38;1439.8;180.73;163.53;226.77;1415.77;13.7;29.02;0.35
125.94;10.8;5.04;115.94;1409.26;1432.05;181.66;163.22;225.84;1413.6;13.64;29.09;0.3455
126.11;10.8;5.02;115.96;1419.03;1446.15;175.62;159.81;225.68;1412.21;13.62;29.11;0.3455
125.37;11.36;4.79;115.96;1432.67;1452.66;182.59;170.97;226.15;1434.68;13.83;28.91;0.3365
126.15;10.8;5.1;115.97;1423.83;1455.3;177.01;158.41;225.06;1393.76;13.67;29.06;0.3365
126.17;10.8;5.13;115.96;1423.83;1453.9;177.94;156.71;227.54;1398.26;13.7;29.02;0.3095
126.21;10.8;5.1;115.99;1413.76;1436.08;174.22;159.34;227.08;1398.57;13.62;29.11;0.35
126.17;11.04;4.98;115.94;1410.97;1432.05;176.55;161.98;227.85;1427.24;13.66;29.06;0.3185
126.09;10.8;4.91;115.99;1409.88;1438.4;176.08;162.13;225.68;1415.93;13.66;29.06;0.3365
126.12;10.8;5.08;115.96;1410.97;1438.71;174.22;160.74;225.68;1397.64;13.64;29.08;0.35
125.78;10.8;4.94;115.99;1408.02;1433.6;179.34;161.67;227.08;1427.86;13.76;28.97;0.3275
125.94;10.8;4.94;115.94;1420.73;1448.17;183.06;163.22;225.37;1403.99;13.7;29.03;0.35
125.95;10.64;4.96;115.99;1412.98;1439.33;181.66;162.29;226.77;1410.81;13.66;29.06;0.3095
125.76;10.8;4.88;115.94;1410.04;1432.67;182.59;164.46;225.53;1420.89;13.73;29;0.341
125.91;10.8;4.94;115.96;1407.87;1434.68;187.71;162.91;226.92;1421.51;13.75;28.99;0.332
126.15;10.8;4.99;116;1421.2;1451.58;175.15;157.95;228.16;1425.07;13.67;29.05;0.3005
126.06;10.8;5.04;115.96;1408.33;1437.01;179.34;159.65;227.54;1405.7;13.66;29.08;0.3365
125.77;11.36;4.82;115.96;1428.95;1454.99;183.99;170.81;225.22;1437.16;13.81;28.92;0.3365
125.02;10.8;5.38;115.97;1424.14;1449.25;177.48;159.03;226.92;1368.34;13.55;29.19;0.2735
125.88;10.8;4.93;115.94;1413.76;1436.08;179.34;162.91;227.7;1428.95;13.7;29.03;0.296
126.07;10.8;5.05;115.96;1415.31;1437.01;175.15;159.5;225.22;1414.53;13.59;29.14;0.341
126.01;10.88;5.04;115.96;1419.8;1447.86;184.45;161.98;225.68;1406.94;13.55;29.19;0.3365
126.15;9.67;5.05;117.35;1389.73;1417.01;181.2;163.53;226.61;1398.57;13.62;29.09;0.1745
125.34;11.04;5.07;115.97;1390.66;1416.7;185.38;160.27;226.92;1403.22;13.66;29.08;0.3275
126.2;10.8;4.96;115.94;1409.57;1435.61;175.62;163.84;226.61;1415.15;13.7;29.03;0.305
126.01;10.8;5.15;115.96;1422.13;1453.59;177.01;157.33;227.54;1384;13.55;29.19;0.3275
126.15;10.8;4.93;115.94;1370.67;1399.5;177.01;164.61;225.37;1412.05;13.69;29.05;0.2645
126.1;10.64;5.01;115.99;1425.85;1451.89;180.73;162.6;228.16;1398.88;13.64;29.09;0.2285
126.05;11.04;5.04;115.96;1418.41;1444.76;176.55;157.95;225.53;1406.94;13.64;29.09;0.323
126.15;10.64;5.01;115.97;1426.47;1449.87;178.87;161.98;227.08;1412.52;13.73;29;0.3005
126.05;10.8;5.01;115.99;1406.94;1434.68;185.85;161.82;226.77;1417.94;13.72;29.02;0.3095
126;10.8;4.93;115.94;1413.6;1437.78;180.27;164.92;225.37;1414.69;13.72;29;0.35
125.18;10.64;5.27;115.97;1437.78;1467.08;186.31;155.47;226.61;1401.51;13.56;29.16;0.17
125.81;10.8;4.87;115.97;1410.97;1432.67;180.27;165.23;224.91;1450.49;13.86;28.88;0.188
125.7;11.04;4.81;115.94;1426.93;1453.28;180.27;169.88;225.68;1445.69;13.8;28.94;0.3275
126.02;10.8;4.96;115.96;1424.92;1451.27;176.08;162.91;226.3;1418.1;13.67;29.06;0.341
126.15;10.8;5.02;115.96;1424.14;1450.18;181.66;160.89;227.23;1412.52;13.66;29.08;0.3455
125.56;10.8;4.85;115.97;1426.16;1452.97;197.32;173.29;226.15;1435.15;13.8;28.92;0.314
126.04;10.8;5.04;115.94;1414.07;1440.11;173.76;159.96;228.78;1413.45;13.72;29.02;0.3455
125.66;12.17;4.81;115.96;1427.86;1452.35;196.39;172.21;226.61;1434.22;13.8;28.94;0.332
126.12;10.8;5.02;115.99;1410.35;1438.09;186.78;165.85;226.61;1409.26;13.66;29.08;0.332
125.83;10.8;4.98;115.94;1412.67;1438.09;173.29;160.89;227.08;1413.76;13.67;29.06;0.3455
126.07;10.8;5.02;115.99;1410.66;1441.35;177.48;161.98;226.15;1397.33;13.58;29.16;0.323
125.9;10.8;4.9;115.94;1408.95;1434.06;185.85;164.92;225.68;1425.07;13.7;29.02;0.3185
126.07;10.8;4.96;115.96;1409.26;1436.39;172.36;159.19;227.08;1408.95;13.66;29.06;0.323
126.26;10.8;4.94;115.96;1410.97;1435.3;174.69;162.13;226.61;1410.66;13.66;29.08;0.341
125.69;10.64;4.85;115.96;1425.23;1453.59;183.06;169.11;226.92;1411.12;13.76;28.95;0.3455
